,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
2,,,,,"Okpala, KZ",Out,Personal Reasons
3,,09:00 (ET),DEN@LAL,Denver Nuggets,"Barton, Will",Out,Injury/Illness - Right Knee; Soreness
4,,,,,"Cancar, Vlatko",Out,Injury/Illness - Left Foot; Fracture
5,,,,,"Harris, Gary",Out,Injury/Illness - Right Hip; Muscle strain
6,,,,Los Angeles Lakers,"Caldwell-Pope, Kentavious",Out,Injury/Illness - Right foot; Right foot contusion
7,,,,,"Caruso, Alex",Probable,Injury/Illness - Left Neck; Left neck muscle spasms
8,,,,,"Davis, Anthony",Probable,Injury/Illness - Right Ankle; Sprained right ankle
9,,,,,"Green, Danny",Probable,Injury/Illness - Right Hip; Sore right hip
10,,,,,"Howard, Dwight",Probable,Injury/Illness - Right Knee; Sore right knee
11,,,,,"James, LeBron",Probable,Injury/Illness - Right Groin; Sore right groin
12,,,,,"Morris, Markieff",Probable,Injury/Illness - Left Hip; Left hip contusion
13,,,,,"Rondo, Rajon",Out,"Injury/Illness - Right Thumb; Surgery, right thumb"
